Architecture: alexnet
Load dataset: 13.17 s
Compute features
0 / 5005	Time: 921.638 (921.638)
2042 / 5005	Time: 2.323 (2.208)
2043 / 5005	Time: 0.036 (2.207)
2044 / 5005	Time: 2.119 (2.207)
2045 / 5005	Time: 0.036 (2.206)
2046 / 5005	Time: 1.571 (2.206)
2047 / 5005	Time: 0.036 (2.205)
2048 / 5005	Time: 1.871 (2.205)
2049 / 5005	Time: 0.036 (2.204)
2050 / 5005	Time: 1.371 (2.203)
2051 / 5005	Time: 0.036 (2.202)
2052 / 5005	Time: 1.169 (2.202)
2053 / 5005	Time: 0.036 (2.201)
2054 / 5005	Time: 1.471 (2.200)
2055 / 5005	Time: 0.036 (2.199)
2056 / 5005	Time: 1.759 (2.199)
2057 / 5005	Time: 0.036 (2.198)
2058 / 5005	Time: 1.858 (2.198)
2059 / 5005	Time: 0.036 (2.197)
2060 / 5005	Time: 1.971 (2.197)
2061 / 5005	Time: 0.036 (2.196)
2062 / 5005	Time: 1.821 (2.195)
2063 / 5005	Time: 0.036 (2.194)
2064 / 5005	Time: 1.670 (2.194)
2065 / 5005	Time: 0.036 (2.193)
2066 / 5005	Time: 1.620 (2.193)
2067 / 5005	Time: 0.036 (2.192)
2068 / 5005	Time: 1.520 (2.191)
2069 / 5005	Time: 0.036 (2.190)
2070 / 5005	Time: 1.318 (2.190)
2071 / 5005	Time: 0.036 (2.189)
2072 / 5005	Time: 1.420 (2.189)
2073 / 5005	Time: 0.036 (2.187)
2074 / 5005	Time: 1.304 (2.187)
2075 / 5005	Time: 0.036 (2.186)
2076 / 5005	Time: 1.457 (2.186)
2077 / 5005	Time: 0.154 (2.185)
2078 / 5005	Time: 1.456 (2.184)
2079 / 5005	Time: 0.153 (2.183)
2080 / 5005	Time: 1.557 (2.183)
2081 / 5005	Time: 0.253 (2.182)
2082 / 5005	Time: 1.557 (2.182)
2083 / 5005	Time: 0.253 (2.181)
2084 / 5005	Time: 1.405 (2.181)
2085 / 5005	Time: 0.202 (2.180)
2086 / 5005	Time: 1.455 (2.179)
2087 / 5005	Time: 0.037 (2.178)
2088 / 5005	Time: 1.457 (2.178)
2089 / 5005	Time: 0.303 (2.177)
2090 / 5005	Time: 1.207 (2.177)
2091 / 5005	Time: 0.400 (2.176)
2092 / 5005	Time: 1.154 (2.175)
2093 / 5005	Time: 0.554 (2.174)
2094 / 5005	Time: 1.356 (2.174)
2095 / 5005	Time: 0.402 (2.173)
2096 / 5005	Time: 1.055 (2.173)
2097 / 5005	Time: 0.303 (2.172)
2098 / 5005	Time: 1.055 (2.171)
2099 / 5005	Time: 0.153 (2.170)
2100 / 5005	Time: 1.103 (2.170)
2101 / 5005	Time: 0.251 (2.169)
2102 / 5005	Time: 1.206 (2.168)
2103 / 5005	Time: 0.200 (2.167)
2104 / 5005	Time: 1.107 (2.167)
2105 / 5005	Time: 0.608 (2.166)
2106 / 5005	Time: 1.355 (2.166)
2107 / 5005	Time: 0.404 (2.165)
2108 / 5005	Time: 1.205 (2.165)
2109 / 5005	Time: 0.508 (2.164)
2110 / 5005	Time: 1.359 (2.163)
2111 / 5005	Time: 0.357 (2.162)
2112 / 5005	Time: 1.154 (2.162)
2113 / 5005	Time: 0.554 (2.161)
2114 / 5005	Time: 1.005 (2.161)
2115 / 5005	Time: 0.652 (2.160)
2116 / 5005	Time: 0.752 (2.159)
2117 / 5005	Time: 0.655 (2.159)
2118 / 5005	Time: 0.956 (2.158)
2119 / 5005	Time: 0.601 (2.157)
2120 / 5005	Time: 0.803 (2.157)
2121 / 5005	Time: 0.756 (2.156)
2122 / 5005	Time: 0.906 (2.155)
2123 / 5005	Time: 0.551 (2.155)
2124 / 5005	Time: 0.804 (2.154)
2125 / 5005	Time: 0.952 (2.153)
2126 / 5005	Time: 0.554 (2.153)
2127 / 5005	Time: 0.954 (2.152)
2128 / 5005	Time: 0.605 (2.151)
2129 / 5005	Time: 0.909 (2.151)
2130 / 5005	Time: 0.605 (2.150)
2131 / 5005	Time: 1.009 (2.150)
2132 / 5005	Time: 0.754 (2.149)
2133 / 5005	Time: 1.058 (2.148)
2134 / 5005	Time: 0.551 (2.148)
2135 / 5005	Time: 1.155 (2.147)
2136 / 5005	Time: 0.205 (2.146)
2137 / 5005	Time: 1.056 (2.146)
2138 / 5005	Time: 0.202 (2.145)
2139 / 5005	Time: 1.057 (2.144)
2140 / 5005	Time: 0.154 (2.143)
2141 / 5005	Time: 1.307 (2.143)
2142 / 5005	Time: 0.204 (2.142)
2143 / 5005	Time: 1.306 (2.142)
2144 / 5005	Time: 0.103 (2.141)
2145 / 5005	Time: 1.357 (2.140)
2146 / 5005	Time: 0.405 (2.140)
2147 / 5005	Time: 1.356 (2.139)
2148 / 5005	Time: 0.352 (2.138)
2149 / 5005	Time: 1.357 (2.138)
2150 / 5005	Time: 0.353 (2.137)
2151 / 5005	Time: 1.306 (2.137)
2152 / 5005	Time: 0.256 (2.136)
2153 / 5005	Time: 1.407 (2.136)
2154 / 5005	Time: 0.304 (2.135)
2155 / 5005	Time: 1.155 (2.134)
2156 / 5005	Time: 0.505 (2.134)
2157 / 5005	Time: 1.406 (2.133)
2158 / 5005	Time: 0.202 (2.132)
2159 / 5005	Time: 1.356 (2.132)
2160 / 5005	Time: 0.250 (2.131)
2161 / 5005	Time: 1.356 (2.131)
2162 / 5005	Time: 0.202 (2.130)
2163 / 5005	Time: 1.307 (2.129)
2164 / 5005	Time: 0.153 (2.129)
2165 / 5005	Time: 1.307 (2.128)
2166 / 5005	Time: 0.403 (2.127)
2167 / 5005	Time: 1.106 (2.127)
2168 / 5005	Time: 0.404 (2.126)
2169 / 5005	Time: 1.557 (2.126)
2170 / 5005	Time: 0.555 (2.125)
2171 / 5005	Time: 1.057 (2.125)
2172 / 5005	Time: 0.503 (2.124)
2173 / 5005	Time: 1.055 (2.123)
2174 / 5005	Time: 0.655 (2.123)
2175 / 5005	Time: 1.007 (2.122)
2176 / 5005	Time: 0.754 (2.122)
2177 / 5005	Time: 0.855 (2.121)
2178 / 5005	Time: 0.806 (2.120)
2179 / 5005	Time: 1.106 (2.120)
2180 / 5005	Time: 0.604 (2.119)
2181 / 5005	Time: 1.005 (2.119)
2182 / 5005	Time: 0.404 (2.118)
2183 / 5005	Time: 1.156 (2.118)
2184 / 5005	Time: 0.356 (2.117)
2185 / 5005	Time: 1.157 (2.116)
2186 / 5005	Time: 0.503 (2.116)
2187 / 5005	Time: 1.257 (2.115)
2188 / 5005	Time: 0.655 (2.114)
2189 / 5005	Time: 1.103 (2.114)
2190 / 5005	Time: 0.955 (2.113)
2191 / 5005	Time: 1.106 (2.113)
2192 / 5005	Time: 1.056 (2.113)
2193 / 5005	Time: 0.655 (2.112)
2194 / 5005	Time: 0.806 (2.111)
2195 / 5005	Time: 0.802 (2.111)
2196 / 5005	Time: 0.905 (2.110)
2197 / 5005	Time: 0.353 (2.109)
2198 / 5005	Time: 0.852 (2.109)
2199 / 5005	Time: 0.353 (2.108)
2200 / 5005	Time: 0.902 (2.107)
2201 / 5005	Time: 0.505 (2.107)
2202 / 5005	Time: 0.905 (2.106)
2203 / 5005	Time: 0.604 (2.105)
2204 / 5005	Time: 0.704 (2.105)
2205 / 5005	Time: 0.754 (2.104)
2206 / 5005	Time: 0.755 (2.104)
2207 / 5005	Time: 0.906 (2.103)
2208 / 5005	Time: 0.651 (2.102)
2209 / 5005	Time: 0.905 (2.102)
2210 / 5005	Time: 0.704 (2.101)
2211 / 5005	Time: 1.106 (2.101)
2212 / 5005	Time: 0.355 (2.100)
2213 / 5005	Time: 1.153 (2.100)
2214 / 5005	Time: 0.454 (2.099)
2215 / 5005	Time: 1.056 (2.098)
2216 / 5005	Time: 0.504 (2.098)
2217 / 5005	Time: 0.956 (2.097)
2218 / 5005	Time: 0.805 (2.097)
2219 / 5005	Time: 0.955 (2.096)
2220 / 5005	Time: 0.651 (2.095)
2221 / 5005	Time: 0.955 (2.095)
2222 / 5005	Time: 0.955 (2.094)
2223 / 5005	Time: 0.902 (2.094)
2224 / 5005	Time: 0.756 (2.093)
2225 / 5005	Time: 0.955 (2.093)
2226 / 5005	Time: 0.755 (2.092)
2227 / 5005	Time: 0.802 (2.092)
2228 / 5005	Time: 0.905 (2.091)
2229 / 5005	Time: 0.804 (2.090)
2230 / 5005	Time: 0.807 (2.090)
2231 / 5005	Time: 0.856 (2.089)
2232 / 5005	Time: 0.804 (2.089)
2233 / 5005	Time: 0.705 (2.088)
2234 / 5005	Time: 0.701 (2.087)
2235 / 5005	Time: 0.906 (2.087)
2236 / 5005	Time: 0.752 (2.086)
2237 / 5005	Time: 0.453 (2.086)
2238 / 5005	Time: 0.854 (2.085)
2239 / 5005	Time: 0.505 (2.084)
2240 / 5005	Time: 0.654 (2.084)
2241 / 5005	Time: 0.454 (2.083)
2242 / 5005	Time: 0.904 (2.082)
2243 / 5005	Time: 0.404 (2.082)
2244 / 5005	Time: 0.905 (2.081)
2245 / 5005	Time: 0.455 (2.080)
2246 / 5005	Time: 0.906 (2.080)
2247 / 5005	Time: 0.804 (2.079)
2248 / 5005	Time: 0.805 (2.079)
2249 / 5005	Time: 0.904 (2.078)
2250 / 5005	Time: 0.752 (2.078)
2251 / 5005	Time: 0.952 (2.077)
2252 / 5005	Time: 0.804 (2.077)
2253 / 5005	Time: 0.852 (2.076)
2254 / 5005	Time: 0.855 (2.076)
2255 / 5005	Time: 0.802 (2.075)
2256 / 5005	Time: 1.006 (2.075)
2257 / 5005	Time: 0.604 (2.074)
2258 / 5005	Time: 1.105 (2.073)
2259 / 5005	Time: 0.404 (2.073)
2260 / 5005	Time: 1.205 (2.072)
2261 / 5005	Time: 0.451 (2.072)
2262 / 5005	Time: 0.904 (2.071)
2263 / 5005	Time: 0.403 (2.070)
2264 / 5005	Time: 0.902 (2.070)
2265 / 5005	Time: 0.254 (2.069)
2266 / 5005	Time: 0.903 (2.069)
2267 / 5005	Time: 0.503 (2.068)
2268 / 5005	Time: 1.055 (2.067)
2269 / 5005	Time: 0.653 (2.067)
2270 / 5005	Time: 1.004 (2.066)
2271 / 5005	Time: 0.601 (2.066)
2272 / 5005	Time: 1.055 (2.065)
2273 / 5005	Time: 0.555 (2.065)
2274 / 5005	Time: 0.804 (2.064)
2275 / 5005	Time: 1.407 (2.064)
2276 / 5005	Time: 0.047 (2.063)
2277 / 5005	Time: 1.556 (2.063)
2278 / 5005	Time: 0.353 (2.062)
2279 / 5005	Time: 1.739 (2.062)
2280 / 5005	Time: 0.037 (2.061)
2281 / 5005	Time: 1.791 (2.061)
2282 / 5005	Time: 0.036 (2.060)
2283 / 5005	Time: 1.569 (2.060)
2284 / 5005	Time: 0.036 (2.059)
2285 / 5005	Time: 1.504 (2.058)
2286 / 5005	Time: 0.036 (2.058)
2287 / 5005	Time: 1.567 (2.057)
2288 / 5005	Time: 0.036 (2.056)
2289 / 5005	Time: 1.469 (2.056)
2290 / 5005	Time: 0.036 (2.055)
2291 / 5005	Time: 1.620 (2.055)
2292 / 5005	Time: 0.036 (2.054)
2293 / 5005	Time: 1.457 (2.054)
2294 / 5005	Time: 0.036 (2.053)
2295 / 5005	Time: 1.407 (2.053)
2296 / 5005	Time: 0.204 (2.052)
2297 / 5005	Time: 1.357 (2.052)
2298 / 5005	Time: 0.354 (2.051)
2299 / 5005	Time: 1.358 (2.051)
2300 / 5005	Time: 0.354 (2.050)
2301 / 5005	Time: 1.409 (2.050)
2302 / 5005	Time: 0.300 (2.049)
2303 / 5005	Time: 1.006 (2.048)
2304 / 5005	Time: 0.253 (2.048)
2305 / 5005	Time: 1.006 (2.047)
2306 / 5005	Time: 0.102 (2.046)
2307 / 5005	Time: 1.464 (2.046)
2308 / 5005	Time: 0.070 (2.045)
2309 / 5005	Time: 1.304 (2.045)
2310 / 5005	Time: 0.204 (2.044)
2311 / 5005	Time: 1.456 (2.044)
2312 / 5005	Time: 0.044 (2.043)
2313 / 5005	Time: 1.255 (2.043)
2314 / 5005	Time: 0.152 (2.042)
2315 / 5005	Time: 1.307 (2.042)
2316 / 5005	Time: 0.354 (2.041)
2317 / 5005	Time: 1.006 (2.040)
2318 / 5005	Time: 0.705 (2.040)
2319 / 5005	Time: 0.956 (2.039)
2320 / 5005	Time: 0.654 (2.039)
2321 / 5005	Time: 1.055 (2.038)
2322 / 5005	Time: 0.905 (2.038)
2323 / 5005	Time: 0.905 (2.037)
2324 / 5005	Time: 0.705 (2.037)
2325 / 5005	Time: 1.005 (2.036)
2326 / 5005	Time: 0.555 (2.036)
2327 / 5005	Time: 1.155 (2.035)
2328 / 5005	Time: 0.353 (2.035)
2329 / 5005	Time: 1.260 (2.034)
2330 / 5005	Time: 0.036 (2.033)
2331 / 5005	Time: 1.461 (2.033)
2332 / 5005	Time: 0.036 (2.032)
2333 / 5005	Time: 1.106 (2.032)
2334 / 5005	Time: 0.036 (2.031)
2335 / 5005	Time: 1.106 (2.031)
2336 / 5005	Time: 0.036 (2.030)
2337 / 5005	Time: 1.106 (2.029)
2338 / 5005	Time: 0.402 (2.029)
2339 / 5005	Time: 1.256 (2.028)
2340 / 5005	Time: 0.303 (2.028)
2341 / 5005	Time: 1.306 (2.027)
2342 / 5005	Time: 0.451 (2.027)
2343 / 5005	Time: 1.407 (2.026)
2344 / 5005	Time: 0.203 (2.026)
2345 / 5005	Time: 1.506 (2.025)
2346 / 5005	Time: 0.150 (2.025)
2347 / 5005	Time: 1.605 (2.024)
2348 / 5005	Time: 0.036 (2.024)
2349 / 5005	Time: 1.606 (2.023)
2350 / 5005	Time: 0.040 (2.023)
2351 / 5005	Time: 1.622 (2.022)
2352 / 5005	Time: 0.036 (2.022)
2353 / 5005	Time: 1.423 (2.021)
2354 / 5005	Time: 0.037 (2.020)
2355 / 5005	Time: 1.506 (2.020)
2356 / 5005	Time: 0.036 (2.019)
2357 / 5005	Time: 1.303 (2.019)
2358 / 5005	Time: 0.754 (2.019)
2359 / 5005	Time: 0.754 (2.018)
2360 / 5005	Time: 0.854 (2.018)
2361 / 5005	Time: 1.052 (2.017)
2362 / 5005	Time: 0.852 (2.017)
2363 / 5005	Time: 1.153 (2.016)
2364 / 5005	Time: 0.503 (2.016)
2365 / 5005	Time: 1.307 (2.015)
2366 / 5005	Time: 0.254 (2.015)
2367 / 5005	Time: 1.556 (2.014)
2368 / 5005	Time: 0.804 (2.014)
2369 / 5005	Time: 0.955 (2.013)
2370 / 5005	Time: 1.607 (2.013)
2371 / 5005	Time: 0.036 (2.012)
2372 / 5005	Time: 2.323 (2.013)
2373 / 5005	Time: 0.036 (2.012)
2374 / 5005	Time: 1.020 (2.011)
2375 / 5005	Time: 0.037 (2.010)
2376 / 5005	Time: 1.120 (2.010)
2377 / 5005	Time: 0.037 (2.009)
2378 / 5005	Time: 1.205 (2.009)
2379 / 5005	Time: 0.200 (2.008)
2380 / 5005	Time: 1.456 (2.008)
2381 / 5005	Time: 0.153 (2.007)
2382 / 5005	Time: 1.506 (2.007)
2383 / 5005	Time: 0.103 (2.006)
2384 / 5005	Time: 1.356 (2.006)
2385 / 5005	Time: 0.153 (2.005)
2386 / 5005	Time: 1.304 (2.005)
2387 / 5005	Time: 0.251 (2.004)
2388 / 5005	Time: 1.607 (2.004)
2389 / 5005	Time: 1.253 (2.004)
2390 / 5005	Time: 1.456 (2.003)
2391 / 5005	Time: 0.504 (2.003)
2392 / 5005	Time: 1.253 (2.002)
2393 / 5005	Time: 1.304 (2.002)
2394 / 5005	Time: 0.036 (2.001)
2395 / 5005	Time: 1.360 (2.001)
2396 / 5005	Time: 0.036 (2.000)
2397 / 5005	Time: 1.306 (2.000)
2398 / 5005	Time: 0.102 (1.999)
2399 / 5005	Time: 1.654 (1.999)
2400 / 5005	Time: 0.152 (1.998)
2401 / 5005	Time: 1.604 (1.998)
2402 / 5005	Time: 0.601 (1.997)
2403 / 5005	Time: 1.722 (1.997)
2404 / 5005	Time: 0.036 (1.997)
2405 / 5005	Time: 1.671 (1.996)
2406 / 5005	Time: 0.039 (1.996)
2407 / 5005	Time: 1.470 (1.995)
2408 / 5005	Time: 0.036 (1.995)
2409 / 5005	Time: 1.821 (1.994)
2410 / 5005	Time: 0.036 (1.994)
2411 / 5005	Time: 1.570 (1.994)
2412 / 5005	Time: 0.036 (1.993)
2413 / 5005	Time: 1.720 (1.993)
2414 / 5005	Time: 0.036 (1.992)
2415 / 5005	Time: 1.319 (1.991)
2416 / 5005	Time: 0.036 (1.991)
2417 / 5005	Time: 1.368 (1.990)
2418 / 5005	Time: 0.036 (1.990)
2419 / 5005	Time: 1.420 (1.989)
2420 / 5005	Time: 0.039 (1.989)
2421 / 5005	Time: 0.955 (1.988)
2422 / 5005	Time: 0.036 (1.987)
2423 / 5005	Time: 1.070 (1.987)
2424 / 5005	Time: 0.036 (1.986)
2425 / 5005	Time: 1.571 (1.986)
2426 / 5005	Time: 0.036 (1.985)
2427 / 5005	Time: 1.620 (1.985)
2428 / 5005	Time: 0.036 (1.984)
2429 / 5005	Time: 1.521 (1.984)
2430 / 5005	Time: 0.036 (1.983)
2431 / 5005	Time: 1.621 (1.983)
2432 / 5005	Time: 0.036 (1.982)
2433 / 5005	Time: 1.521 (1.982)
2434 / 5005	Time: 0.036 (1.981)
2435 / 5005	Time: 1.570 (1.981)
2436 / 5005	Time: 0.036 (1.980)
2437 / 5005	Time: 1.416 (1.980)
2438 / 5005	Time: 0.036 (1.979)
2439 / 5005	Time: 1.920 (1.979)
2440 / 5005	Time: 0.038 (1.978)
2441 / 5005	Time: 1.404 (1.978)
2442 / 5005	Time: 0.036 (1.977)
2443 / 5005	Time: 1.586 (1.977)
2444 / 5005	Time: 0.036 (1.977)
2445 / 5005	Time: 1.403 (1.976)
2446 / 5005	Time: 0.038 (1.975)
2447 / 5005	Time: 1.304 (1.975)
2448 / 5005	Time: 0.036 (1.974)
2449 / 5005	Time: 1.468 (1.974)
2450 / 5005	Time: 0.036 (1.973)
2451 / 5005	Time: 1.370 (1.973)
2452 / 5005	Time: 0.036 (1.972)
2453 / 5005	Time: 1.571 (1.972)
2454 / 5005	Time: 0.036 (1.971)
2455 / 5005	Time: 1.622 (1.971)
2456 / 5005	Time: 0.036 (1.971)
2457 / 5005	Time: 1.672 (1.970)
2458 / 5005	Time: 0.036 (1.970)
2459 / 5005	Time: 1.570 (1.969)
2460 / 5005	Time: 0.036 (1.969)
2461 / 5005	Time: 1.469 (1.968)
2462 / 5005	Time: 0.036 (1.968)
2463 / 5005	Time: 1.468 (1.967)
2464 / 5005	Time: 0.036 (1.967)
2465 / 5005	Time: 1.471 (1.966)
2466 / 5005	Time: 0.036 (1.966)
2467 / 5005	Time: 1.518 (1.966)
2468 / 5005	Time: 0.036 (1.965)
2469 / 5005	Time: 1.621 (1.965)
2470 / 5005	Time: 0.036 (1.964)
2471 / 5005	Time: 1.572 (1.964)
2472 / 5005	Time: 0.036 (1.963)
2473 / 5005	Time: 1.521 (1.963)
2474 / 5005	Time: 0.038 (1.962)
2475 / 5005	Time: 1.221 (1.962)
2476 / 5005	Time: 0.039 (1.961)
2477 / 5005	Time: 1.335 (1.961)
2478 / 5005	Time: 0.036 (1.960)
2479 / 5005	Time: 1.355 (1.960)
2480 / 5005	Time: 0.036 (1.959)
2481 / 5005	Time: 1.456 (1.959)
2482 / 5005	Time: 0.036 (1.958)
2483 / 5005	Time: 1.568 (1.958)
2484 / 5005	Time: 0.036 (1.957)
2485 / 5005	Time: 1.823 (1.957)
2486 / 5005	Time: 0.036 (1.956)
2487 / 5005	Time: 1.822 (1.956)
2488 / 5005	Time: 0.036 (1.955)
2489 / 5005	Time: 1.886 (1.955)
2490 / 5005	Time: 0.036 (1.954)
2491 / 5005	Time: 1.610 (1.954)
2492 / 5005	Time: 0.036 (1.954)
2493 / 5005	Time: 1.555 (1.953)
2494 / 5005	Time: 0.036 (1.953)
2495 / 5005	Time: 1.821 (1.953)
2496 / 5005	Time: 0.037 (1.952)
2497 / 5005	Time: 1.707 (1.952)
2498 / 5005	Time: 0.036 (1.951)
2499 / 5005	Time: 1.608 (1.951)
2500 / 5005	Time: 0.036 (1.950)
2501 / 5005	Time: 1.570 (1.950)
2502 / 5005	Time: 0.036 (1.949)
2503 / 5005	Time: 1.520 (1.949)
2504 / 5005	Time: 0.036 (1.948)
2505 / 5005	Time: 1.271 (1.948)
2506 / 5005	Time: 0.036 (1.947)
2507 / 5005	Time: 1.269 (1.947)
2508 / 5005	Time: 0.036 (1.946)
2509 / 5005	Time: 1.718 (1.946)
2510 / 5005	Time: 0.036 (1.945)
2511 / 5005	Time: 2.123 (1.945)
2512 / 5005	Time: 0.036 (1.945)
2513 / 5005	Time: 1.721 (1.944)
2514 / 5005	Time: 0.037 (1.944)
2515 / 5005	Time: 1.406 (1.943)
2516 / 5005	Time: 0.038 (1.943)
2517 / 5005	Time: 1.307 (1.942)
2518 / 5005	Time: 0.036 (1.942)
2519 / 5005	Time: 1.551 (1.942)
2520 / 5005	Time: 0.036 (1.941)
2521 / 5005	Time: 1.320 (1.941)
2522 / 5005	Time: 0.036 (1.940)
2523 / 5005	Time: 1.218 (1.940)
2524 / 5005	Time: 0.036 (1.939)
2525 / 5005	Time: 1.154 (1.938)
2526 / 5005	Time: 0.036 (1.938)
2527 / 5005	Time: 1.471 (1.938)
2528 / 5005	Time: 0.036 (1.937)
2529 / 5005	Time: 1.420 (1.937)
2530 / 5005	Time: 0.036 (1.936)
2531 / 5005	Time: 1.370 (1.936)
2532 / 5005	Time: 0.036 (1.935)
2533 / 5005	Time: 1.421 (1.935)
2534 / 5005	Time: 0.037 (1.934)
2535 / 5005	Time: 1.417 (1.934)
2536 / 5005	Time: 0.036 (1.933)
2537 / 5005	Time: 1.420 (1.933)
2538 / 5005	Time: 0.038 (1.932)
2539 / 5005	Time: 1.670 (1.932)
2540 / 5005	Time: 0.036 (1.931)
2541 / 5005	Time: 1.470 (1.931)
2542 / 5005	Time: 0.036 (1.930)
2543 / 5005	Time: 1.468 (1.930)
2544 / 5005	Time: 0.036 (1.929)
2545 / 5005	Time: 1.019 (1.929)
2546 / 5005	Time: 0.037 (1.928)
2547 / 5005	Time: 1.321 (1.928)
2548 / 5005	Time: 0.036 (1.927)
2549 / 5005	Time: 1.521 (1.927)
2550 / 5005	Time: 0.036 (1.926)
2551 / 5005	Time: 1.672 (1.926)
2552 / 5005	Time: 0.036 (1.925)
2553 / 5005	Time: 1.771 (1.925)
2554 / 5005	Time: 0.040 (1.925)
2555 / 5005	Time: 1.706 (1.925)
2556 / 5005	Time: 0.036 (1.924)
2557 / 5005	Time: 1.768 (1.924)
2558 / 5005	Time: 0.036 (1.923)
2559 / 5005	Time: 1.922 (1.923)
2560 / 5005	Time: 0.036 (1.922)
2561 / 5005	Time: 2.022 (1.922)
2562 / 5005	Time: 0.036 (1.922)
2563 / 5005	Time: 1.622 (1.921)
2564 / 5005	Time: 0.036 (1.921)
2565 / 5005	Time: 1.722 (1.921)
2566 / 5005	Time: 0.036 (1.920)
2567 / 5005	Time: 1.822 (1.920)
2568 / 5005	Time: 0.036 (1.919)
2569 / 5005	Time: 1.066 (1.919)
2570 / 5005	Time: 0.036 (1.918)
2571 / 5005	Time: 1.269 (1.918)
2572 / 5005	Time: 0.036 (1.917)
2573 / 5005	Time: 1.570 (1.917)
2574 / 5005	Time: 0.036 (1.916)
2575 / 5005	Time: 1.722 (1.916)
2576 / 5005	Time: 0.036 (1.915)
2577 / 5005	Time: 1.494 (1.915)
2578 / 5005	Time: 0.036 (1.915)
2579 / 5005	Time: 1.206 (1.914)
2580 / 5005	Time: 0.036 (1.914)
2581 / 5005	Time: 1.471 (1.913)
2582 / 5005	Time: 0.036 (1.913)
2583 / 5005	Time: 1.520 (1.913)
2584 / 5005	Time: 0.036 (1.912)
2585 / 5005	Time: 1.520 (1.912)
2586 / 5005	Time: 0.036 (1.911)
2587 / 5005	Time: 1.520 (1.911)
2588 / 5005	Time: 0.036 (1.910)
2589 / 5005	Time: 1.401 (1.910)
2590 / 5005	Time: 0.037 (1.909)
2591 / 5005	Time: 1.406 (1.909)
2592 / 5005	Time: 0.036 (1.908)
2593 / 5005	Time: 1.771 (1.908)
2594 / 5005	Time: 0.036 (1.907)
2595 / 5005	Time: 1.521 (1.907)
2596 / 5005	Time: 0.036 (1.907)
2597 / 5005	Time: 2.940 (1.907)
2598 / 5005	Time: 0.036 (1.906)
2599 / 5005	Time: 1.588 (1.906)
2600 / 5005	Time: 0.036 (1.905)
2601 / 5005	Time: 1.358 (1.905)
2602 / 5005	Time: 0.037 (1.904)
2603 / 5005	Time: 1.677 (1.904)
2604 / 5005	Time: 0.036 (1.904)
2605 / 5005	Time: 1.505 (1.904)
2606 / 5005	Time: 0.036 (1.903)
2607 / 5005	Time: 1.611 (1.903)
2608 / 5005	Time: 0.036 (1.902)
2609 / 5005	Time: 1.621 (1.902)
2610 / 5005	Time: 0.040 (1.901)
2611 / 5005	Time: 1.734 (1.901)
2612 / 5005	Time: 0.037 (1.900)
2613 / 5005	Time: 1.471 (1.900)
2614 / 5005	Time: 0.036 (1.899)
2615 / 5005	Time: 1.357 (1.899)
2616 / 5005	Time: 0.036 (1.899)
2617 / 5005	Time: 1.322 (1.898)
2618 / 5005	Time: 0.041 (1.898)
2619 / 5005	Time: 1.569 (1.898)
2620 / 5005	Time: 0.036 (1.897)
2621 / 5005	Time: 1.720 (1.897)
2622 / 5005	Time: 0.036 (1.896)
2623 / 5005	Time: 1.470 (1.896)
2624 / 5005	Time: 0.035 (1.895)
2625 / 5005	Time: 1.570 (1.895)
2626 / 5005	Time: 0.036 (1.894)
2627 / 5005	Time: 1.520 (1.894)
2628 / 5005	Time: 0.036 (1.893)
2629 / 5005	Time: 1.620 (1.893)
2630 / 5005	Time: 0.036 (1.893)
2631 / 5005	Time: 1.319 (1.892)
2632 / 5005	Time: 0.036 (1.892)
2633 / 5005	Time: 1.620 (1.892)
2634 / 5005	Time: 0.036 (1.891)
2635 / 5005	Time: 1.869 (1.891)
2636 / 5005	Time: 0.036 (1.890)
2637 / 5005	Time: 1.771 (1.890)
2638 / 5005	Time: 0.036 (1.889)
2639 / 5005	Time: 2.020 (1.890)
2640 / 5005	Time: 0.036 (1.889)
2641 / 5005	Time: 1.722 (1.889)
2642 / 5005	Time: 0.036 (1.888)
2643 / 5005	Time: 1.571 (1.888)
2644 / 5005	Time: 0.036 (1.887)
2645 / 5005	Time: 1.670 (1.887)
2646 / 5005	Time: 0.036 (1.886)
2647 / 5005	Time: 1.520 (1.886)
2648 / 5005	Time: 0.036 (1.886)
2649 / 5005	Time: 1.973 (1.886)
2650 / 5005	Time: 0.036 (1.885)
2651 / 5005	Time: 1.371 (1.885)
2652 / 5005	Time: 0.036 (1.884)
2653 / 5005	Time: 1.467 (1.884)
2654 / 5005	Time: 0.036 (1.883)
2655 / 5005	Time: 1.571 (1.883)
2656 / 5005	Time: 0.036 (1.882)
2657 / 5005	Time: 1.570 (1.882)
2658 / 5005	Time: 0.036 (1.882)
2659 / 5005	Time: 1.371 (1.881)
2660 / 5005	Time: 0.037 (1.881)
2661 / 5005	Time: 1.267 (1.880)
2662 / 5005	Time: 0.036 (1.880)
2663 / 5005	Time: 1.269 (1.880)
2664 / 5005	Time: 0.036 (1.879)
2665 / 5005	Time: 1.120 (1.879)
2666 / 5005	Time: 0.040 (1.878)
2667 / 5005	Time: 1.672 (1.878)
2668 / 5005	Time: 0.036 (1.877)
2669 / 5005	Time: 1.620 (1.877)
2670 / 5005	Time: 0.036 (1.876)
2671 / 5005	Time: 1.871 (1.876)
2672 / 5005	Time: 0.036 (1.876)
2673 / 5005	Time: 1.771 (1.876)
2674 / 5005	Time: 0.036 (1.875)
2675 / 5005	Time: 1.921 (1.875)
